Parcelle,n_cep,symptomes,date,picture_name,position_cm,position_organ,position_organ_2,symptom,organ+symptomes,total_perimeter_cm,dysfunctional_perimeter_cm_1,dysfunctional_perimeter_cm_2,dysfunctional_perimeter_cm_3,dysfunctional_perimeter_cm_4,necrotic_perimeter_1,necrotic_perimeter_2,necrotic_perimeter_3,necrotic_perimeter_4,necrotic_perimeter_5,Total_dysfunctional_perimeter,Total_necrotic_perimeter,Share_dysfunctional_perimeter,Share_necrotic_perimeter,Principal,Second,Third,Fourth,comment
III-6,33-47,ES3,23/7/21,U17,37,arm,U_arm,S,,"21,035","0,82",,,,"3,184",,,,,"0,82","3,184","45,935,802","15,136,677","45,935,802",0,0,0,
III-6,33-47,ES3,23/7/21,U18,38,arm,U_arm,S,,"19,873",341,,,,"2,162",,,,,"0,34","2,162","19,253,571","108,790,822","19,253,571",0,0,0,
III-6,33-47,ES3,23/7/21,U19,40,transition,transition,transition,,"20,947",,,,,,,,,,"0,00",0,0,0,0,0,0,0,
III-6,33-47,ES3,23/7/21,U20,41,transition,transition,transition,,NA,NA,NA,NA,NA,NA,NA,,,,"0,00",0,NA,NA,NA,NA,NA,NA,
III-6,33-47,ES3,23/7/21,U21,43,transition,transition,transition,,NA,NA,NA,NA,NA,NA,NA,,,,"0,00",0,NA,NA,NA,NA,NA,NA,
III-6,33-47,ES3,23/7/21,U22,45,trunk,trunk,S,,"26,524",,356,,,601,,,,,"0,36",601,"13,732,978","22,658,724",0,"46,780,552",0,0,
III-6,33-47,ES3,23/7/21,U23,47,trunk,trunk,S,,"21,545",786,672,,,,,,,,"1,46",0,"67,672,314",0,"36,481,782","88,304,862",0,0,
III-6,33-47,ES3,23/7/21,U24,50,trunk,trunk,S,,"22,344",644,,,,"3,054",,,,,"0,64","3,054","33,385,174","136,680,988","33,385,174",0,0,0,
III-6,33-47,ES3,23/7/21,U25,52,trunk,trunk,S,,"19,213",426,791,,,657,,,,,"1,22",657,"65,585,255","34,195,597","22,957,534","103,942,181",0,0,
III-6,33-47,ES3,23/7/21,U26,54,trunk,trunk,S,,"19,408",,286,,,"1,307",498,,,,"0,29","1,805","16,247,231","93,002,885",0,"37,582,129",0,0,
III-6,33-47,ES3,23/7/21,U27,56,trunk,trunk,S,,"19,894",601,804,,,"1,165",,,,,"1,41","1,165","75,017,353","5,856,037","32,089,273","10,565,046",0,0,
III-6,33-47,ES3,23/7/21,U28,58,trunk,trunk,S,,"19,769",599,"1,137",,,,,,,,"1,74",0,"87,814,255",0,"30,299,965","149,408,673",0,0,
III-6,33-47,ES3,23/7/21,U29,61,trunk,trunk,S,,"20,408",659,"0,85",,,"2,091",,,,,"1,51","2,091","82,382,486","10,245,982","35,977,507","111,695,138",0,0,
III-6,33-47,ES3,23/7/21,U30,63,trunk,trunk,S,,"19,686",499,"1,081",,,,,,,,"1,58",0,"80,260,083",0,"25,347,963","142,049,934",0,0,
III-6,33-47,ES3,23/7/21,U31,66,trunk,trunk,S,,"18,08",629,749,,,,,,,,"1,38",0,"76,216,814",0,"34,789,823","98,423,127",0,0,
III-6,33-47,ES3,23/7/21,U32,69,trunk,trunk,S,,"17,921",472,734,,,,,,,,"1,21",0,"67,295,352",0,"26,337,816","96,452,037",0,0,
III-6,33-47,ES3,23/7/21,U33,72,trunk,trunk,S,,"17,571",485,396,,,"1,951",,,,,"0,88","1,951","56,402,049","111,035,229","31,049,936","52,036,794",0,0,
III-6,33-47,ES3,23/7/21,U34,74,trunk,trunk,S,,"18,855",377,,,,"4,07",,,,,"0,38","4,07","25,498,816","215,857,863","25,498,816",0,0,0,
III-6,33-47,ES3,23/7/21,U35,76,trunk,trunk,S,,"18,29",529,515,,,"4,038",,,,,"1,04","4,038","73,252,877","220,776,381","37,117,598","67,674,113",0,0,
III-6,33-47,ES3,23/7/21,U36,77,GU,GU,S,,"20,71",167,"0,12",116,,"2,772",,,,,"0,40","2,772","22,466,273","133,848,382","9,309,845","15,768,725","15,243,101",0,
III-6,33-47,ES3,23/7/21,U37,80,GU,GU,S,,"22,669",,355,78,,"1,239","1,208",,,,"0,43","2,447","21,412,323","10,794,477",0,"46,649,146","10,249,671",0,
III-6,33-47,ES3,23/7/21,U38,82,GU,GU,S,,"21,586",,,,,567,,,,,"0,00",567,0,"26,267,025",0,0,0,0,
III-6,33-47,ES3,23/7/21,U39,84,rootstock,rootstock,S,,"17,526",111,,,,,,,,,"0,11",0,"6,333,447",0,"6,333,447",0,0,0,
III-6,33-47,ES3,23/7/21,U40,86,rootstock,rootstock,S,,"15,697",,,47,,114,,,,,"0,05",114,"3,016,107","7,262,534",0,0,"6,176,084",0,
III-6,33-47,ES3,23/7/21,U41,87,rootstock,rootstock,S,,"15,689",,,,,"1,103",,,,,"0,00","1,103",0,"70,304,035",0,0,0,0,
III-6,33-47,ES3,23/7/21,U42,90,rootstock,rootstock,S,,"14,961",,,,,"1,077",,,,,"0,00","1,077",0,"71,987,167",0,0,0,0,
III-6,33-47,ES3,23/7/21,U43,92,rootstock,rootstock,S,,"13,892",,,,,"1,019","0,17",,,,"0,00","1,189",0,"85,588,828",0,0,0,0,
III-6,33-47,ES3,23/7/21,U44,94,rootstock,rootstock,S,,"15,093",,,,,"0,45",93,,,,"0,00",543,0,"35,976,943",0,0,0,0,
III-6,33-47,ES3,23/7/21,U45,95,rootstock,rootstock,S,,"13,291",,,,,,,,,,"0,00",0,0,0,0,0,0,0,
III-6,33-47,ES3,23/7/21,U46,97,rootstock,rootstock,S,,"12,874",,,,,,,,,,"0,00",0,0,0,0,0,0,0,
